ssdl:pid,ssdl:notation,ssdl:placeOfPublication,ssdl:spatialCoverageGettyUri,ssdl:dateOfPublication,ssdl:shortTitle
19xx-Gospe1-EMU,,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1919?,Gospel Songs
19xx-Gospe2-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,19xx?,Gospel Solos and Duets No. 2
1901-Hymnal-EMU,Nil,"St. Louis, MO;Chicago, IL",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013596,1901,Hymnal
1901-Junior-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI;San Francisco, CA",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547;http://vocab.getty.edu/page/tgn/7014456,1901,Junior Praises
1901-Showal-EMU,Round,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1901,Showalter's Gospel Songs No. 2
1904-Pathwa-EMU,,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013604,1904?,The Pathway of Praise No. 1
1909-Songso-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547,1909,Songs of Faith and Hope No. 2
191x-Hymnsf-EMU,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,191x,Hymns for English Lutheran Services
1910-Sacred-EMU,,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1910,The Sacred Harp
1914-Newgos-EMU,,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1914,The New Gospel Song Book
1916-Worshi-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1916,Worship and Service
1922-Victo2-EMU,Round;Seven-shape Aikin,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1921,Victorious Songs
1925-Excell-EMU,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1925,The Excell Hymnal
192x-Songsf-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1926?,Songs for the Pre-School Age
1911-Sacred-EMU,,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1911,The Sacred Harp
1852-Psalms-UKY,,"Bethany, VA",http://vocab.getty.edu/page/tgn/2110647,1852,"Psalms, Hymns, and Spiritual Songs"
1860-Sabbat-UKY,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1860,Sabbath School no. 2
1860-Select-UKY,,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1860,"Selected Sabbath-School Hymns and Songs, Sacred and Secular"
1867-Taboro-UKY,,"Columbia, SC;Nashville, TN",http://vocab.getty.edu/page/tgn/7013641;http://vocab.getty.edu/page/tgn/7013959,1867,Tabor
1874-Gospel-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1874,Gospel Songs
1880-Popula-UKY,Nil,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1880,Popular Hymns for Church and Sunday-School
1889-Starof-UKY,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1889,The Star of Bethlehem
1889-Voiceo-UKY,Round,"Dalton, GA",http://vocab.getty.edu/page/tgn/2022620,1889,The Voice of Praise
1899-Songso-UKY,Round,"Kansas City, MO;Dallas, TX",http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7013503,1899,Songs of Zion
1908-Christ-UKY,,"Washington, D.C.",http://vocab.getty.edu/page/tgn/7015717,1908,Christ in Song
1909-Songso-UKY,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1909,Songs of Life and Light
1925-Hymnso-UKY,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1925,Hymns of Praise Number Two
1853-Dyersp-UKY,Nil,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1853,Dyer's Pslamist
1860-Sacred-UKY,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1860,The Sacred Harp
1866-Tefilo-UKY,,,,,
1905-Twenty-UKY,,"Boston, MA;New York, NY;Chicago, IL",http://vocab.getty.edu/page/tgn/7013837;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1905,Twenty-Four Negro Melodies
1913-Eureka-UKY,,"Stigler, OK",http://vocab.getty.edu/page/tgn/2084045,1913,The Eureka Sunlight Glees
1919-Hampto-UKY,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1919,No. 6716 Hampton Series Negro Folk-Songs
191x-Americ-UKY,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,191x?,American Folk Songs
1921-Elmhur-UKY,Round,"St. Louis, MO;Chicago, IL",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013596,1921,Elmhurst Hymnal
1908-Bethan-MTS,Round,"Indianapolis, IN; Cincinnati, OH; St. Louis, MO; Chicago, IL; Pittsburg[h], PA; Des Moines, IA; Dallas, TX",http://vocab.getty.edu/page/tgn/7012924;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013546;http://vocab.getty.edu/page/tgn/7013503,1908?,Bethany Hymns
1909-Breado-MTS,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1909?,The Bread of Life Songs
1910-Kingsp-MTS,Round,"Philadelphia, PA; Chicago, IL; Siloam Springs, AR",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2009509,1910,The King's Praises Number 2
1913-Praise-MTS,Round,"New York, NY; Dayton, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013511,1913,Praise Ye!
1921-Gospe1-MTS,,"Belmont, MS",http://vocab.getty.edu/page/tgn/2055933,1921?,The Gospel in Song No. 2
1922-Hispra-MTS,Round;Seven-shape Aikin,"Houston, TX",http://vocab.getty.edu/page/tgn/7013727,1922?,His Praise in Song
1924-Shinin-MTS,,"Dalton, GA;Chattanooga, TN;Texarkana, AR;Texarkana, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/7023771,1924,The Shining Way
1925-Blesse-MTS,,"Dalton, GA;Texarkana, AR;Texarkana, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7023771,1925,The Blessed Way
1875-Gospel-UMI,,"New York, NY;Chicago, IL;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013604,1875,Gospel Hymns and Sacred Songs
1885-Epwort-UMI,,"New York, NY;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1885,The Epworth Hymnal
1891-Epwort-UMI,,"New York, NY;Cincinnati, OH",http://vocab.getty.edu/page/tgn/1002715;http://vocab.getty.edu/page/tgn/7013604,1891,The Epworth Hymnal No. 2
1863-Soldie-UMI,Nil,"Alton, IL",http://vocab.getty.edu/page/tgn/7015715,1863,The Soldier's Manual of Devotion or Book of Common Prayer
1864-Fillmo-UMI,,"Paris, IL",http://vocab.getty.edu/page/tgn/2029573,1864,Fillmore's Christian Choralist
1866-Tefilo-UMI,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1866,The Divine Service of American Israelites for the New Year
1872-Golden-UMI,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1872,The Golden Rule
1879-Lieder-UMI,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1879,Lieder für Sonntags-Schulen und christliche Familien
1866-Singin-UMI,,"New York, NY; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1866,The Singing Pilgrim
1854-Nation-UMI,,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1854,The National Temperance Songster
1878-Gospel-UMI,,"Cincinnati, OH; Chicago, IL; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7007567,1878,Gospel Hymns No. 3
1919-Shouty-UMI,,"New York, NY; Boston, MA",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445,1919?,Songs of the South
1860-Christ-UMI,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1860,The Christian Sunday-School Hymn Book
1905-Method-UMI,,"New York, NY; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1905,The Methodist Hymnal
1890-Evange-UMI,Round,"New York, NY; Chicago, IL; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013604,1890,Evangeliums-Lieder
1888-Glorio-UMI,,"Cincinnati, OH;Chicago, IL;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7007567,1888,The Glorious Cause
1851-Psalmi-UMI,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1851,"Psalmista, or Choir Melodies"
1867-Slave1-UMI,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1867,Slave Songs of the United States
1867-Slave2-UMI,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1867,Slave Songs of the United States
1873-Joyaco-UMI,Round,"Cincinnati, OH;Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596,1873,The Joy
1885-Wondro-UMI,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1885,Wondrous Love!
1890-Noteso-UMI,Round,"Vicksburg, MS",http://vocab.getty.edu/page/tgn/7018023,1894,Notes of Praise
1909-Songso-UMI,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1909,Songs of Faith and Hope
1918-Hampto-UMI,,"New York, NY;Boston, MA",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445,1918,Negro folk-songs
1921-Gospel-UMI,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1921,Negro Spirituals
192X-Americ-UMI,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,192X?,Williams' Colored Singers
1854-Hymnsf-UKY,Nil,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1854,"Hymns for Sunday Schools, Youth & Children."
1854-Southe-UKY,Four-shape,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1854,"The Southern Harmony, and Musical Companion"
1871-Israel-UKY,,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1871,Israelitisches Gebetbuch
1883-Gospel-UKY,Round,"New York, NY;Chicago, IL;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1883,Gospel Hymns
1886-Workan-UKY,,"Dalton, GA",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2090826;http://vocab.getty.edu/page/tgn/7013644,1886,Work and Worship
1892-Living-UKY,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1892,Living Songs
1899-Notes2-UKY,,"Philadelphia, PA;Chicago, IL",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013596,1899,Notes of Praise
1899-Reviva-UKY,,"Atlanta, GA;Cincinnati, OH;Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013820,1899?,The Revival No. 3
1901-Malequ-UKY,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1901,Male Quartettes
1910-Alexan-UKY,Round,"New York, NY;Chicago, IL;Toronto, Canada;London, United Kingdom;Edinburgh, United Kingdom",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013284;http://vocab.getty.edu/page/tgn/7011781;http://vocab.getty.edu/page/tgn/7009546,1910,Alexander's Gospel Songs
1829-Chahta-UTL,,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1829,Chahta Uba Isht Taloa
1829-Cherok-UTL,,"New Echota, [GA]",,1829,Cherokee Hymns
1835-Shorts-UTL,,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1835,A Short Sermon
1835-Triump-UTL,,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1835,Triumphant Deaths of Pious Children
1854-Cherok-UTL,,,,1854,
1858-Chahta-UTL,,,,,
1866-Potewa-UTL,,,,,
1888-Cherok-UTL,,"Tahlequah, I. T",http://vocab.getty.edu/page/tgn/2084078,1888,Cheerokee Pictorial Book
1892-Shirai-SBT,,"Cincinnati, OH ; Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596,1892,Shirai Tehilloh
1901-Gospe1-SBT,,"Atlanta, GA;Philadelphia, PA;Chicago, IL",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013596,1901,Gospel Song-Gems No. 1
1917-Synago-SBT,,"Cincinnati, Ohio",http://vocab.getty.edu/page/tgn/7013604,1917,Synagogical Music
1845-Southe-SBT,,"Philadelphia, PA;Spartanburg, SC",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7014524,1845,"The Southern Harmony, and Musical Companion"
1857-Sacred-SBT,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1857,The Sacred Melodeon
1872-Chocta-SBT,,,,,
1885-Wondro-SBT,,,,,
1895-Gospel-SBT,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1895,Gospel Light
1897-Riches-SBT,,"Cleveland, Ohio",http://vocab.getty.edu/page/tgn/7013608,1897,Riches of Grace
1874-Fillmo-SBT,Numeral staff,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1874,Fillmore's Songs of Glory
1875-Gospel-SBT,Round,"New York, NY;Chicago, IL;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013604,1875,Gospel Hymns
1879-Favori-SBT,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1879,Favorite Songs
1887-Jubile-SBT,,"Boston, MA; New York, NY; Chicago, IL; Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014406,1887,Jubilee and Plantation Songs
1892-Glorio-SBT,,"Dalton, GA; Appleton City, MO; Huntingdon, PA",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2057894;http://vocab.getty.edu/page/tgn/2089462,1892,Glorious Praise
1897-Gantvo-SBT,Round;Numeral,"Cincinnati, OH; New York, NY; Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1897,Gantvoort's Music Reader
1898-Fillmo-SBT,,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1898,Fillmores' Gospel Songs
1901-Gospe2-SBT,,"Waco, TX; Fresno, CA",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7014030,1901,The Gospel Gleaner
1909-Minist-SBT,Round,"Nashville, TN; Dallas, TX",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503,1909,Ministry in Song
1910-Reviva-SBT,,"Dalton, GA; Dallas, TX; Chattanooga, TN",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7017496,1910,Revival Glory
1922-Praise-SBT,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1922,"""Praise of His Glory"" Songs"
1925-Harbor-SBT,,"Dallas, TX; Pangburn, AR; Chattanooga, TN",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2009163;http://vocab.getty.edu/page/tgn/7017496,1925,Harbor Bells
1890-Gemsan-SBT,,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1890,Gems and Jewels
1850-Rurals-BRU,,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1850,The Rural Songster
1858-Prayer-BRU,,"Baltimore, MD;Richmond, VA",http://vocab.getty.edu/page/tgn/7013352,1858,The Prayer Meeting Hymn Book
1861-NeuerL-BRU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1870,The Prize
1863-Collec-BRU,,"Raleigh, NC",http://vocab.getty.edu/page/tgn/7013949,1863,A Collection of Sabbath School Hymns
1867-Dedica-BRU,,,,1867,Dedicatory Hymns
1869-Childs-BRU,,"Baltimore, MD;Pittsburg, PA;New Orleans, LA",http://vocab.getty.edu/page/tgn/7013352;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7014214,1869,The Child's Prayer and Hymn Book
1873-Vocalc-BRU,Nil,"New York, NY",http://vocab.getty.edu/page/tgn/1002715,1873,"Vocal Concert by The Jubilee Singers of Fisk University, Nashville, Tenn. at Music Hall"
1875-Singin-BRU,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1875,The Singing Campaign
1876-Psalte-BRU,,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1876,Psalter und Harfe
1877-Transl-BRU,Nil,"Dover, DE",http://vocab.getty.edu/page/tgn/7013612,1877,Translations of Latin Hymns of the Middle Ages.
1888-Reviva-BRU,,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1888,Revival Songs
1891-Melodi-BRU,Round,"New York, NY;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1891,Melodies for Little People
1897-Poetic-BRU,,"Orangeburg, SC",http://vocab.getty.edu/page/tgn/2096396,1897,The Poetical Works of John D. Knotts
1898-Tedeum-BRU,,"Washington, D.C.?",http://vocab.getty.edu/page/tgn/7015717,1897?,Te Deum Laudamus
18xx-LibbyP-BRU,,,,18XX,Libby Prison Hymn
1900-Crowni-BRU,Round,"Dallas, TX;Chicago, IL;Kansas City, MO",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820,1900,Crowning Theme
1904-Bestgo-BRU,,"Dalton, GA; Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1904,The Best Gospel Songs and Their Composers
1906-Sonsof-BRU,,"New York, NY; Dayton, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013511,1906,Sons of Praise
1911-Hymnfo-BRU,Nil,"Washington, D.C.",http://vocab.getty.edu/page/tgn/7015717,1911,Hymn for Today
1913-Mensgo-BRU,,"Dayton, OH; New York, NY; Chicago, IL",http://vocab.getty.edu/page/tgn/7013511;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1913,Men's Gospel Quartets
1914-Gladpr-BRU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1914,Glad Praises
1915-Search-BRU,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1915,Searchlight Songs No. 7
1916-Hitthe-BRU,,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1916,Hit the Trail
1917-Hymnf1-BRU,,"Washington, D. C.",http://vocab.getty.edu/page/tgn/7015717,1917,Hymn for America
1918-Mother-BRU,Nil,"Wilmington, DE",http://vocab.getty.edu/page/tgn/7014632,1918,Mother's War Hymn!
1843-Church-BRU,,"Circleville, OH",http://vocab.getty.edu/page/tgn/2078933,1843,The Church Harp
1867-Christ-BRU,,"Singers Glen, VA",http://vocab.getty.edu/page/tgn/2114254,1867,The Christian Harp and Sabbath School Songster
1868-Hymnst-BRU,,"Montgomery County, OH",http://vocab.getty.edu/page/tgn/1002689,1868,Hymns to be Sung at the Laying of the Corner Stone of the Chapel
1872-Voiceo-BRU,,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,1872?,The Voice of Praise
1875-Angels-BRU,,"New York, NY; Cincinnati, OH; Detroit, MI; San Francisco, CA; Portland, OR; Cleveland, OH; Toronto, Canada",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013547;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7014273;http://vocab.getty.edu/page/tgn/7013608;http://vocab.getty.edu/page/tgn/7013284,1875,"Angels, Meet Me at the Cross Roads"
1876-Progra-BRU,Nil,"Frederick, MD",http://vocab.getty.edu/page/tgn/7016855,1876,Programme for the Court House Square
1877-Twelft-BRU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1877,Twelfth Anniversary Cincinnati Union Bethel
1880-Jubile-BRU,Nil,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1880?,The Jubilee
1880-Origin-BRU,Nil,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1880?,Original Company Fisk  University Jubilee Singers
1885-Fewmor-BRU,,"Boston, MA; New York, NY; Chicago, IL; Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014406,1885,Negro Dialect Melodies
1888-Masoni-BRU,Nil,"Staunton, VA",http://vocab.getty.edu/page/tgn/7014538,1888,Masonic Ceremonies by Staunton Lodge No. 13
1893-Conqu2-BRU,,"Chicago, IL?",http://vocab.getty.edu/page/tgn/7013596,1893?,The Conquering Tread Hymn
1894-Bringt-BRU,,"New York, NY; London, England",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7011781,1894,Bring the Answer Back to Me
1900-Songsf-BRU,Round,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1900,Songs for Work and Worship
1905-Mymoth-BRU,,,,1905?,My Mother's Prayer
1905-Withhe-BRU,Round,"Dayton, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013511;http://vocab.getty.edu/page/tgn/7007567,1905,With Heart and Voice
1910-Kingsm-BRU,Round,"New York, NY;Dayton, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013511,1910,The King's Message
1912-Exhor1-BRU,,"New York, NY;Boston, MA",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445,1912,Three Negro Songs
1914-PilotT-BRU,,"Lenoir, NC",http://vocab.getty.edu/page/tgn/2075439,1914,The Pilot
1916-Deepri-BRU,,"Boston, MA;New York, NY;Chicago, IL",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1916,Deep River
1917-Albumo-BRU,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1917,Album of Negro Spirituals
1918-Childr-BRU,,"New York, NY;Boston, MA;Cincinnati, OH;Atlanta, GA;Chicago, IL",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013596,1918,The Children's Hymnal
1919-Dontbe-BRU,,"Boston, MA;New York, NY;Chicago, IL;London, United Kingdom",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/8725268,1919,American Negro Melodies
1922-Gospel-BRU,,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1922,Gospel Rays
1861-Soldi2-BRU,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1861,The Soldier's Pocket-Book
1844-Hymnbo-UKY,Nil,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1844,Hymn Book
1851-Psalmi-UKY,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1851,Psalmista
1854-Psalmi-UKY,,"Boston, MA; Philadelphia, PA; New York, NY; Cincinnati, OH; Chicago, IL",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596,1854,The Psalmist
1854-Singer-UKY,,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1854,The Singer's Choice
1865-Christ-UKY,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1873,The Christian Hymn Book
1867-Psalms-UKY,,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,1867,Psalms and Hymns
1887-Gospel-UKY,,"Cincinnati, OH;New York, NY;Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1887,Gospel Hymns No. 5
1899-Tearsa-UKY,,"Louisville, KY;Greenville, TX;Lebanon, MO",http://vocab.getty.edu/page/tgn/7013915;http://vocab.getty.edu/page/tgn/2104577;http://vocab.getty.edu/page/tgn/2059507,1897,Tears & Triumphs Combined
1908-Bookof-UKY,,"Charleston, SC",http://vocab.getty.edu/page/tgn/7013582,1908,The Book of Worship
1921-Temple-UKY,,"Lawrenceburg, TN",http://vocab.getty.edu/page/tgn/2100022,1921,Temple Bells
185x-Annive-SBT,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,185x?,Anniversary Hymns No. 3
1898-Lieder-SBT,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1898,Liederkranz
1845-Select-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1845,Select Melodies
1873-Vocalt-EMU,,"Barnesville, GA",http://vocab.getty.edu/page/tgn/2022106,1873,Vocal Triad No. 2
1916-Newson-EMU,,"Philadelphia, PA?",http://vocab.getty.edu/page/tgn/7014406,1916?,New Songs of Paradise!
192x-Gospel-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,192x?,Gospel Carols
