ssdl:pid,ssdl:placeOfContributorAffiliation,ssdl:placeOfContributorAffiliationUri,ssdl:dateOfPublication,ssdl:shortTitle
1921-Fromth-MTS,"United States, Texas, Tarrant, Fort Worth;United States, Alabama, Elmore, Seman;United States, Georgia, Walker, Naomi;United States, Texas, Wood, Alba;United States, Texas, Uvalde, Uvalde;United States, Tennessee, Shelby, Memphis;United States, Georgia, Fulton, Atlanta;United States, Arkansas, Sebastian, Fort Smith;United States, Oklahoma, Harmon, Hollis;United States, Texas, Taylor, Abilene;United States, Oklahoma, Bryan, Matoy;United States, Texas, Cass, Atlanta;United States, Texas, Fannin, Bonham;United States, Oklahoma, Beckham, Elk City;United States, North Carolina, Stokes, Meadows;United States, Texas, Comanche, Comanche",http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/2005256;http://vocab.getty.edu/page/tgn/2023709;http://vocab.getty.edu/page/tgn/2102265;http://vocab.getty.edu/page/tgn/2108190;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013924;http://vocab.getty.edu/page/tgn/2083371;http://vocab.getty.edu/page/tgn/2102212;http://vocab.getty.edu/page/tgn/2083583;ttp://vocab.getty.edu/page/tgn/2102471;http://vocab.getty.edu/page/tgn/2102825;ttp://vocab.getty.edu/page/tgn/2083165;http://vocab.getty.edu/page/tgn/2504371;http://vocab.getty.edu/page/tgn/2103388,1921,From the Cross to the Crown
1905-Search-MTS,,,1905,Search-Light Songs
1892-Highwa-MTS,"United States, Tennessee, Franklin, Belvidere;United States, Alabama, DeKalb, Sulphur Springs",http://vocab.getty.edu/page/tgn/2097916;http://vocab.getty.edu/page/tgn/2005403,1892,The Highway of Song
1891-Childr-MTS,"United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2111441,1891?,Children of Zion
1906-Oldsto-MTS,"United States, Illinois, Livingston, Fairbury;United States, Pennsylvania, Philadelphia, Philadelphia;United States, New Jersey, Gloucester, Wenonah",http://vocab.getty.edu/page/tgn/2027780;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/2066455,1906,The Old Story in Song
1916-Tiding-MTS,"United States, Texas, McLennan, Waco;United States, Illinois, Warren, Monmouth;United States, Georgia, Fulton, Atlanta;United States, Virginia, Harrisonburg, Harrisonburg;United States, Texas, Upshur Co;United States, Texas, Lubbock;United States, Tennessee, Shelby, Memphis;United States, Oklahoma, Oklahoma, Oklahoma City;United States, Tennessee, Knox, Knoxville;United States, Texas, Tarrant, Fort Worth;United States, Oklahoma, Bryan, Matoy;United States, Texas, Limestone, Thornton;United States, Texas, Hamilton, Hico;United States, Arkansas, Pulaski, North Little Rock;United States, Texas, Wilson Co;United States, Texas, Clay, Petrolia;United States, Texas, McCulloch, Lohn;United States, Texas, Garza Co;United States, Oklahoma, Tillman, Frederick;United States, Texas, Wood Co;United States, Oklahoma, Coal, Centrahoma;United States, Texas, Anderson, Tennessee Colony;United States, Texas, Madison Co;United States, Texas, Bowie Co;United States, Tennessee, Lawrence, Pleasant Point;United States, Texas, Navarro, Frost;United States, Arizona, Maricopa, Phoenix;United States, Texas, San Augustine, San Augustine;United States, Missouri, Jasper, Carthage;United States, Alabama, Calhoun, West End Anniston;United States, Texas, Hopkins Co;United States, Oklahoma, Bryan, Durant",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/2029131;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2112170;http://vocab.getty.edu/page/tgn/1002966;http://vocab.getty.edu/page/tgn/2002032;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/7013953;http://vocab.getty.edu/page/tgn/7014715;http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/2083583;http://vocab.getty.edu/page/tgn/2108035;http://vocab.getty.edu/page/tgn/2104791;http://vocab.getty.edu/page/tgn/2009067;http://vocab.getty.edu/page/tgn/2002095;http://vocab.getty.edu/page/tgn/2106706;http://vocab.getty.edu/page/tgn/2105696;http://vocab.getty.edu/page/tgn/2001989;http://vocab.getty.edu/page/tgn/2083251;http://vocab.getty.edu/page/tgn/1003034;http://vocab.getty.edu/page/tgn/2082986;http://vocab.getty.edu/page/tgn/2107984;http://vocab.getty.edu/page/tgn/1002626;http://vocab.getty.edu/page/tgn/2001944;http://vocab.getty.edu/page/tgn/2101055;http://vocab.getty.edu/page/tgn/2104371;http://vocab.getty.edu/page/tgn/7013929;http://vocab.getty.edu/page/tgn/2107429;http://vocab.getty.edu/page/tgn/2058276;http://vocab.getty.edu/page/tgn/7017780;http://vocab.getty.edu/page/tgn/1002485;http://vocab.getty.edu/page/tgn/2083143,1916,Tidings of Glory
1900-Gloryc-MTS,"United States, Texas, Hood;United States, Texas, Smith, Mount Sylvan;United States, Tennessee, Bradley, Lebanon;United States, Texas, McLennan, Waco;United States, Texas, Cass, Atlanta;United States, Texas, Wilbarger, Vernon;United States, Texas, Limestone, Thornton;United States, Texas, Hopkins;United States, Alabama, Chilton, Thorsby;United States, Oklahoma, Pottawatomie, Econtuchka;United States, Texas, Erath, Stephenville",http://vocab.getty.edu/page/tgn/1002484;http://vocab.getty.edu/page/tgn/2106176;http://vocab.getty.edu/page/tgn/2486470;http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/2102471;http://vocab.getty.edu/page/tgn/2108244;http://vocab.getty.edu/page/tgn/2108035;http://vocab.getty.edu/page/tgn/1002485;http://vocab.getty.edu/page/tgn/2005503;http://vocab.getty.edu/page/tgn/2310802;http://vocab.getty.edu/page/tgn/2107831,1900,The Glory Crown
1903-Joyful-MTS,,,1903,Joyful Songs of Salvation
1900-Sunday-MTS,,,1900,Sunday=School Praises
1923-Eightn-MTS,,,1927,Eight Negro Songs
1923-Christ-MTS,"United States, Kentucky, Jefferson, Louisville",http://vocab.getty.edu/page/tgn/7013915,1923,Christmas Carols
1894-Shiloh-MTS,,,1894,Shiloh
1890-Gemsan-MTS,"United States, Texas, Dallas, Dallas;United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013604,1890,Gems and Jewels
1923-NewHar-MTS,,,1923,The New Harmonia Sacra
1886-Noteso-MTS,,,1886,Notes of Triumph
1863-Church-MTS,,,1863,The Church Singer
1877-Newcas-MTS,"United States, Georgia, Richmond, Augusta",http://vocab.getty.edu/page/tgn/7017498,1877,The New Casket
1873-Triump-MTS,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1873,The Triumph
1885-Noteso-MTS,"United States, Ohio, Logan, Bellefontaine;United States, Ohio, Montgomery, Dayton",http://vocab.getty.edu/page/tgn/2078417;http://vocab.getty.edu/page/tgn/7013511,1885,Notes of Victory
1892-Glorio-MTS,,,1892,Glorious Praise
1866-Christ-MTS,,,1866,The Christian Harmony
1857-Church-MTS,"United States, Virginia, Shenandoah, New Market;United States, Virginia, Shenandoah, Edinburg",http://vocab.getty.edu/page/tgn/7016287;http://vocab.getty.edu/page/tgn/2111589,1857,Church Hymn Book
1847-Collec-EMU,,,1847,A Collection of Hymns
1849-Sacred-EMU,,,1849,The Sacred Melodeon
1855-Collec-EMU,,,1855,"A Collection of Psalms, Hymns, and Spiritual Songs."
1859-Collec-EMU,,,1859,A Collection of Hymns
1860-Baptis-EMU,,,1860,Baptist Chorals
1874-Fillmo-EMU,,,1874,Fillmore's Songs of Glory
1882-Sweetf-EMU,"United States, Massachusetts, Essex, Rowley;United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2050508;http://vocab.getty.edu/page/tgn/2111441,1882,Sweet Fields of Eden
1890-Gladev-EMU,"United States, Georgia, Whitfield, Dalton;United States, Indiana, Jay, Greene;United States, Georgia, Cobb, Powder Springs",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2364769;http://vocab.getty.edu/page/tgn/2023972,1890,"The Glad Evangel, No. 2"
1891-Pearls-EMU,"United States, Georgia, Fulton, Atlanta;United States, Georgia, Barrow, Bethlehem",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2022169,1891,Pearls of Praise
1895-Gospel-EMU,"United States, Kentucky, Jefferson, Louisville",http://vocab.getty.edu/page/tgn/7013915,1895,Gospel Gleaner
1895-Chris2-EMU,,,1889,Christian Hymns
1896-Classc-EMU,"United States, Georgia, Whitfield, Dalton",http://vocab.getty.edu/page/tgn/2022620,1896,"Class, Choir and Congregation No. 2"
1899-Oldpla-EMU,"United States, Massachusetts, Suffolk, Boston",http://vocab.getty.edu/page/tgn/7013445,1899,Old Plantation Hymns
19xx-Gospe1-EMU,,,1919?,Gospel Songs
19xx-Gospe2-EMU,,,19xx?,Gospel Solos and Duets No. 2
1901-Hymnal-EMU,,,1901,Hymnal
1901-Junior-EMU,"United States, Pennsylvania, Lycoming, Williamsport",http://vocab.getty.edu/page/tgn/2094606,1901,Junior Praises
1901-Showal-EMU,"United States, Georgia, Whitfield, Dalton",http://vocab.getty.edu/page/tgn/2022620,1901,Showalter's Gospel Songs No. 2
1904-Pathwa-EMU,,,1904?,The Pathway of Praise No. 1
1909-Songso-EMU,"United States, Pennsylvania, Lycoming, Williamsport",http://vocab.getty.edu/page/tgn/2094606,1909,Songs of Faith and Hope No. 2
191x-Hymnsf-EMU,,,191x,Hymns for English Lutheran Services
1910-Sacred-EMU,,,1910,The Sacred Harp
1914-Newgos-EMU,,,1914,The New Gospel Song Book
1916-Worshi-EMU,,,1916,Worship and Service
1922-Victo2-EMU,"United States, Kentucky, Jessamine, Wilmore",http://vocab.getty.edu/page/tgn/2041979,1921,Victorious Songs
1925-Excell-EMU,,,1925,The Excell Hymnal
192x-Songsf-EMU,,,1926?,Songs for the Pre-School Age
1911-Sacred-EMU,,,1911,The Sacred Harp
1852-Psalms-UKY,,,1852,"Psalms, Hymns, and Spiritual Songs"
1860-Sabbat-UKY,,,1860,Sabbath School no. 2
1860-Select-UKY,,,1860,"Selected Sabbath-School Hymns and Songs, Sacred and Secular"
1867-Taboro-UKY,,,1867,Tabor
1874-Gospel-UKY,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1874,Gospel Songs
1880-Popula-UKY,"United States, Kentucky, Jefferson, Louisville;United States, Missouri, Audrain, Mexico;United States, Kentucky, Gallatin, Sparta",http://vocab.getty.edu/page/tgn/7013915;http://vocab.getty.edu/page/tgn/2059719;http://vocab.getty.edu/page/tgn/2041391,1880,Popular Hymns for Church and Sunday-School
1889-Starof-UKY,"United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2111441,1889,The Star of Bethlehem
1889-Voiceo-UKY,"United States, Ohio, Lorain, Grafton;United States, Ohio, Cuyahoga, Cleveland;United States, Ohio, Andover;United States, Georgia, Whitfield, Dalton",http://vocab.getty.edu/page/tgn/2079784;http://vocab.getty.edu/page/tgn/7013608;http://vocab.getty.edu/page/tgn/2078235;http://vocab.getty.edu/page/tgn/2022620,1889,The Voice of Praise
1899-Songso-UKY,"United States, Texas, Dallas, Dallas;United States, Missouri, Jackson, Kansas City;United States, Texas, Lampasas, Lampasas",http://vocab.getty.edu/page/tgn/2022617;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/2105513,1899,Songs of Zion
1908-Christ-UKY,,,1908,Christ in Song
1909-Songso-UKY,"United States, Virginia, Rockingham, Dayton;United States, South Carolina, Pickens;United States, Mississippi, Scott",http://vocab.getty.edu/page/tgn/2111441;http://vocab.getty.edu/page/tgn/2001763;http://vocab.getty.edu/page/tgn/2001147,1909,Songs of Life and Light
1925-Hymnso-UKY,,,1925,Hymns of Praise Number Two
1853-Dyersp-UKY,"United States, Indiana, Marion, Indianapolis",http://vocab.getty.edu/page/tgn/7012924,1853,Dyer's Pslamist
1860-Sacred-UKY,,,1860,The Sacred Harp
1866-Tefilo-UKY,,,,
1905-Twenty-UKY,,,1905,Twenty-Four Negro Melodies
1913-Eureka-UKY,"United States, Oklahoma, Haskell, Stigler;United States, Alabama, Blount, Oneonta;United States, Oklahoma, Comanche, Cache;United States, Oklahoma, Oklahoma, Oklahoma City;United States, Texas, Cherokee;United States, Texas, Smith",http://vocab.getty.edu/page/tgn/2084045;http://vocab.getty.edu/page/tgn/2004779;http://vocab.getty.edu/page/tgn/2082938;http://vocab.getty.edu/page/tgn/7013953;http://vocab.getty.edu/page/tgn/1002263;http://vocab.getty.edu/page/tgn/1002898,1913,The Eureka Sunlight Glees
1919-Hampto-UKY,,,1919,No. 6716 Hampton Series Negro Folk-Songs
191x-Americ-UKY,,,191x?,American Folk Songs
1921-Elmhur-UKY,"United States, Illinois, Du Page, Elmhurst;United States, Indiana, Marion, Indianapolis;United States, Ohio, Hardin, Kenton;United States, Indiana, Vanderburgh, Evansville;United States, New York, Erie, Buffalo;United States, Missouri, independent city, Saint Louis;United States, New York, Monroe, Rochester;United States, Massachusetts, Suffolk, Boston",http://vocab.getty.edu/page/tgn/2027720;http://vocab.getty.edu/page/tgn/7012924;http://vocab.getty.edu/page/tgn/2080177;http://vocab.getty.edu/page/tgn/7014154;http://vocab.getty.edu/page/tgn/7013463;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7014348;http://vocab.getty.edu/page/tgn/7013445,1921,Elmhurst Hymnal
1908-Bethan-MTS,,,1908?,Bethany Hymns
1909-Breado-MTS,"United States, Tennessee, Davidson, Nashville",http://vocab.getty.edu/page/tgn/7013959,1909?,The Bread of Life Songs
1910-Kingsp-MTS,"United States, Arkansas, Benton, Siloam springs;United States, Pennsylvania, Philadephia, Philadelphia;United States, New Jersey, Gloucester, Wenonah;United States, New York, Steuben, Greenwood;United States, New York, Monroe, Rochester",http://vocab.getty.edu/page/tgn/2009509;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/2066455;http://vocab.getty.edu/page/tgn/2069495;http://vocab.getty.edu/page/tgn/7014348,1910,The King's Praises Number 2
1913-Praise-MTS,"United States, Ohio, Montgomery, Dayton;United States, Indiana, Vigo, Terre Haute;United States, Ohio, Morgan",http://vocab.getty.edu/page/tgn/7013511;http://vocab.getty.edu/page/tgn/7014370;http://vocab.getty.edu/page/tgn/2001618,1913,Praise Ye!
1921-Gospe1-MTS,,,1921?,The Gospel in Song No. 2
1922-Hispra-MTS,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1922?,His Praise in Song
1924-Shinin-MTS,"United States, Alabama, DeKalb, Whiton",http://vocab.getty.edu/page/tgn/2005772,1924,The Shining Way
1925-Blesse-MTS,,,1925,The Blessed Way
1875-Gospel-UMI,,,1875,Gospel Hymns and Sacred Songs
1885-Epwort-UMI,,,1885,The Epworth Hymnal
1891-Epwort-UMI,,,1891,The Epworth Hymnal No. 2
1863-Soldie-UMI,"United States, Illinois, Madison, Alton;United States, Arkansas, Arkansas, Arkansas Post",http://vocab.getty.edu/page/tgn/7015715;http://vocab.getty.edu/page/tgn/2137060,1863,The Soldier's Manual of Devotion or Book of Common Prayer
1864-Fillmo-UMI,,,1864,Fillmore's Christian Choralist
1866-Tefilo-UMI,,,1866,The Divine Service of American Israelites for the New Year
1872-Golden-UMI,"United States, Michigan, Cass, Dowagiac",,1872,The Golden Rule
1879-Lieder-UMI,,,1879,Lieder f??r Sonntags-Schulen und christliche Familien
1866-Singin-UMI,,,1866,The Singing Pilgrim
1854-Nation-UMI,,,1854,The National Temperance Songster
1878-Gospel-UMI,,,1878,Gospel Hymns No. 3
1919-Shouty-UMI,,,1919?,Songs of the South
1860-Christ-UMI,,,1860,The Christian Sunday-School Hymn Book
1905-Method-UMI,,,1905,The Methodist Hymnal
1890-Evange-UMI,"United States, Illinois, Cook, Chicago;United States, New York, New York",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/1002715,1890,Evangeliums-Lieder
1888-Glorio-UMI,,,1888,The Glorious Cause
1851-Psalmi-UMI,,,1851,"Psalmista, or Choir Melodies"
1867-Slave1-UMI,,,1867,Slave Songs of the United States
1867-Slave2-UMI,,,1867,Slave Songs of the United States
1873-Joyaco-UMI,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1873,The Joy
1885-Wondro-UMI,"United States, Illinois, Cook, Chicago;United States, Ohio, Trumbull, Gustavus;United States, Ohio, Summit, Akron;United States, Michigan, Lenawee, Adrian",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2079845;http://vocab.getty.edu/page/tgn/7013265;http://vocab.getty.edu/page/tgn/2051064,1885,Wondrous Love!
1890-Noteso-UMI,"United States, Maryland, Baltimore Independent City, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1894,Notes of Praise
1909-Songso-UMI,,,1909,Songs of Faith and Hope
1918-Hampto-UMI,,,1918,Negro folk-songs
1921-Gospel-UMI,,,1921,Negro Spirituals
192X-Americ-UMI,,,192X?,Williams' Colored Singers
1854-Hymnsf-UKY,,,1854,"Hymns for Sunday Schools, Youth & Children."
1854-Southe-UKY,"United States, South Carolina, Spartanburg, Spartanburg",http://vocab.getty.edu/page/tgn/7014524,1854,"The Southern Harmony, and Musical Companion"
1871-Israel-UKY,,,1871,Israelitisches Gebetbuch
1883-Gospel-UKY,"United States, Illinois, Cook, Chicago;United States, Ohio, Ashtabula, Wayne",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2082457,1883,Gospel Hymns
1886-Workan-UKY,,,1886,Work and Worship
1892-Living-UKY,,,1892,Living Songs
1899-Notes2-UKY,,,1899,Notes of Praise
1899-Reviva-UKY,,,1899?,The Revival No. 3
1901-Malequ-UKY,,,1901,Male Quartettes
1910-Alexan-UKY,"United States, Illinois, Cook, Chicago;United States, New York, Rensselaer",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/1002821,1910,Alexander's Gospel Songs
1829-Chahta-UTL,,,1829,Chahta Uba Isht Taloa
1829-Cherok-UTL,,,1829,Cherokee Hymns
1835-Shorts-UTL,,,1835,A Short Sermon
1835-Triump-UTL,,,1835,Triumphant Deaths of Pious Children
1854-Cherok-UTL,,,1854,
1858-Chahta-UTL,,,,
1866-Potewa-UTL,,,,
1888-Cherok-UTL,,,1888,Cheerokee Pictorial Book
1892-Shirai-SBT,,,1892,Shirai Tehilloh
1901-Gospe1-SBT,,,1901,Gospel Song-Gems No. 1
1917-Synago-SBT,,,1917,Synagogical Music
1845-Southe-SBT,,,1845,"The Southern Harmony, and Musical Companion"
1857-Sacred-SBT,,,1857,The Sacred Melodeon
1872-Chocta-SBT,,,,
1885-Wondro-SBT,,,,
1895-Gospel-SBT,"United States, West Virginia, Mercer, Ingleside",http://vocab.getty.edu/page/tgn/2118706,1895,Gospel Light
1897-Riches-SBT,,,1897,Riches of Grace
1874-Fillmo-SBT,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1874,Fillmore's Songs of Glory
1875-Gospel-SBT,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1875,Gospel Hymns
1879-Favori-SBT,,,1879,Favorite Songs
1887-Jubile-SBT,,,1887,Jubilee and Plantation Songs
1892-Glorio-SBT,,,1892,Glorious Praise
1897-Gantvo-SBT,"United States, Ohio, Hamilton, Norwood",http://vocab.getty.edu/page/tgn/2081162,1897,Gantvoort's Music Reader
1898-Fillmo-SBT,,,1898,Fillmores' Gospel Songs
1901-Gospe2-SBT,,,1901,The Gospel Gleaner
1909-Minist-SBT,"United, States, Texas, Dallas County, Dallas;United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013596,1909,Ministry in Song
1910-Reviva-SBT,,,1910,Revival Glory
1922-Praise-SBT,,,1922,"""Praise of His Glory"" Songs"
1925-Harbor-SBT,,,1925,Harbor Bells
1890-Gemsan-SBT,,,1890,Gems and Jewels
